sold_price,zipcode,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,fireplaces,log_HOA,dishwasher,freezer,refrigerator,oven,garbage disposal,double sink,microwave,compactor,electric range,island,appliance color,gas range,prep sink,countertops granite,desk,lazy susan,pantry walk-in,pantry closet,pantry cabinet,mexican tile,wood,natural stone,other,ceramic tile,carpet,concrete,cbrt_acres,distance,lat_direction,lon_direction
1220000.0,85718,10091.36,2010,3,5.0,3810.0,3.0,1.0,5.17,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.95,3.44,0,1
1140000.0,85718,8196.0,2004,4,5.0,5092.0,3.0,5.0,4.69,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.23,1.79,0,0
1065000.0,85755,20718.0,2009,4,7.0,6385.0,3.0,4.0,5.04,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.04,18.61,1,0
1150000.0,85750,12192.86,1999,5,6.0,6191.0,3.0,2.0,3.71,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.94,6.76,0,1
1150000.0,85718,11809.0,1995,4,5.0,4952.0,3.0,3.0,5.27,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.09,2.88,0,0
1185000.0,85718,17693.15,1973,5,6.0,9548.0,3.0,3.0,5.56,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1.09,2.81,1,1
1120000.0,85718,10779.68,2002,4,6.0,4022.0,3.5,3.0,5.34,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.24,2.96,0,0
1100000.0,85718,13083.4,2009,5,4.0,4561.0,3.0,2.0,5.17,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1.38,3.39,1,0
1100000.0,85718,7202.38,2007,4,5.0,4850.0,3.0,4.0,4.84,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.08,1.56,0,0
1075000.0,85718,7010.07,2003,4,4.0,4022.0,3.0,4.0,1.61,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.07,1.36,0,0
1150000.0,85749,12227.01,1987,4,3.0,3855.0,4.0,2.0,3.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,20.48,0,1
1119000.0,85755,15243.2,2012,4,5.0,4085.0,3.0,1.0,5.12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.02,19.13,1,0
1000000.0,85745,11587.55,2008,4,4.0,4661.0,3.0,3.0,4.84,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.49,15.59,0,0
1015000.0,85749,7302.25,1963,4,5.0,5474.0,3.0,3.0,0.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.49,20.0,0,1
1200000.0,85718,10372.86,2005,5,6.0,4984.0,3.0,3.0,5.24,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,1.04,0,0
950000.0,85646,13193.8,2008,3,7.0,6614.0,4.0,3.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.64,78.78,0,0
1100000.0,85718,10324.65,2004,5,5.0,4678.0,3.0,4.0,5.23,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04,0.77,0,0
1100000.0,85737,11689.0,2007,4,6.0,5264.0,3.0,2.0,0.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.49,13.8,1,0
1050000.0,85718,8265.17,2002,4,4.0,4197.0,3.0,3.0,7.38,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.06,2.17,0,0
1200000.0,85749,5115.24,2003,3,3.0,2454.0,2.0,1.0,0.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.59,11.39,0,1
1200000.0,85755,2702.0,2018,4,4.0,4158.0,3.0,1.0,5.36,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1.26,19.37,1,0
950000.0,85646,13193.8,2008,3,7.0,4735.5,4.0,3.0,4.04,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1.64,78.78,0,0
1075000.0,85750,9491.0,1993,4,5.0,4589.0,3.0,0.0,4.77,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.79,7.26,0,1
1170000.0,85755,16845.2,2008,4,5.0,4795.0,3.0,1.0,5.27,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.01,18.81,1,0
1150000.0,85718,8833.51,1977,5,5.0,4241.0,3.0,3.0,2.56,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.44,3.05,0,1
1034000.0,85718,11238.75,2003,4,4.0,4019.0,3.0,2.0,5.07,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.97,3.66,1,0
1100000.0,85750,3646.0,2011,5,5.0,4877.0,3.0,3.0,3.71,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.81,5.14,1,1
1125000.0,85718,13044.4,1995,4,6.0,6436.0,4.0,4.0,4.85,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0.9,1.23,1,1
1164000.0,85742,8184.96,1995,5,6.0,5783.0,3.0,3.0,4.04,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1.44,13.5,1,0
1130000.0,85658,15604.0,2009,3,5.0,4595.0,3.0,1.0,5.0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1.07,20.82,1,0
1200000.0,85755,11371.0,2006,4,5.0,3885.0,3.0,3.0,5.35,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.07,17.91,1,0
1099000.0,85658,14935.13,2007,4,4.0,4049.0,3.0,4.0,5.0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.98,21.8,1,0
1149000.0,85704,14370.7,1969,6,8.0,5877.0,6.0,5.0,4.04,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.16,6.13,1,0
1100000.0,85750,9268.0,1999,3,3.0,3041.0,2.5,3.0,4.68,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.71,5.89,1,1
1120000.0,85718,12410.0,2006,4,4.0,4188.0,3.0,3.0,4.04,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.07,4.72,1,0
1050000.0,85718,11441.68,2000,3,3.0,3829.0,3.0,2.0,5.14,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,4.04,1,0
1100000.0,85718,10627.56,2010,5,5.0,4852.0,3.0,3.0,4.44,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.16,3.82,1,0
1150000.0,85750,10444.34,1994,4,4.0,5559.0,4.0,2.0,5.39,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.03,5.6,1,1
1195000.0,85748,8371.84,1998,4,7.0,5547.0,3.0,4.0,3.83,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.49,18.62,0,1
1050000.0,85742,14276.69,2008,5,6.0,5469.0,3.0,2.0,0.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.49,14.18,1,0
1050000.0,85658,15245.0,2008,4,4.0,4320.0,3.0,1.0,4.97,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1.04,21.7,1,0
1155000.0,85750,9113.7,2008,4,4.0,3953.0,3.0,3.0,4.84,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,9.49,0,1
1155000.0,85718,13197.84,2005,3,3.0,4385.0,3.0,3.0,5.06,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.02,4.59,1,0
1150000.0,85718,10908.02,2007,5,5.0,4252.0,3.0,3.0,5.17,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.93,4.3,1,0
1180000.0,85718,7669.26,2002,4,5.0,5006.0,3.0,3.0,4.99,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.18,2.55,0,0
1165000.0,85718,14369.6,2001,4,4.0,4888.0,3.0,3.0,5.07,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.99,4.09,1,0
1070000.0,85750,12106.34,2007,4,5.0,5971.0,3.0,2.0,4.84,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.05,9.17,0,1
1075000.0,85718,9277.27,1985,4,4.0,4627.0,3.0,2.0,5.78,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.99,2.59,1,0
1060000.0,85750,11571.0,1996,3,3.0,4160.0,4.0,4.0,4.96,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.72,6.11,1,1
1032000.0,85658,15004.46,2007,4,4.0,4397.0,4.0,3.0,4.93,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.1,22.41,1,0
1035000.0,85718,7783.55,2004,4,3.0,4023.0,3.0,3.0,0.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.15,2.54,1,1
1075000.0,85718,13368.0,2006,4,4.0,4614.0,3.0,2.0,5.08,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.45,4.76,1,0
1035000.0,85718,8168.52,1986,4,6.0,4719.0,3.0,2.0,5.27,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.14,1.49,0,1
1100000.0,85718,7353.0,2000,4,4.0,3711.0,3.0,3.0,3.97,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.0,2.27,1,0
1013000.0,85742,10321.45,2008,4,4.0,3939.0,3.0,3.0,4.8,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.49,15.22,1,0
1050000.0,85718,11796.0,2009,4,4.0,4779.0,3.0,3.0,4.98,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.06,2.49,0,0
1100000.0,85755,7596.0,2004,4,6.0,3668.0,6.0,2.0,3.76,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.99,17.6,1,0
1100000.0,85718,11359.23,2000,5,6.0,4553.0,3.0,2.0,5.08,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,3.44,1,0
1136500.0,85718,9637.0,2007,4,5.0,4748.0,3.0,4.0,5.71,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.94,3.49,0,1
1100000.0,85718,10529.0,2006,4,4.0,3972.0,4.0,2.0,5.04,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.98,4.21,1,0
1015000.0,85749,1083.38,2016,5,5.0,5367.0,4.0,3.0,4.84,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.95,17.95,0,1
1100000.0,85742,11116.0,2008,4,5.0,5102.0,4.0,3.0,5.02,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.49,12.29,1,0
1090600.0,85718,10157.0,1993,5,4.0,4446.0,3.0,3.0,5.27,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.17,2.34,0,0
1200000.0,85718,12759.0,1976,6,5.0,6074.0,2.0,1.0,4.04,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.66,5.37,1,0
1195000.0,85719,4181.79,1947,3,4.0,3680.0,0.0,2.0,0.0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.66,9.6,0,0
1017500.0,85718,6743.86,1971,5,6.0,4229.0,4.0,1.0,0.0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.98,2.65,1,1
1100000.0,85718,12093.49,1993,5,6.0,6167.0,3.0,2.0,5.56,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1.07,2.77,1,1
1060000.0,85750,11477.45,1976,5,6.0,5712.0,6.0,3.0,4.04,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1.32,8.3,0,1
1090000.0,85749,8560.0,2007,4,4.0,4136.0,3.0,3.0,4.03,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.49,19.23,0,1
1150000.0,85718,9608.0,2002,5,4.0,3960.0,3.0,2.0,4.99,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1.01,2.11,0,0
1195000.0,85640,4370.0,2004,3,4.0,3533.0,3.0,3.0,4.04,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.65,84.6,0,0
1060000.0,85718,11502.71,1999,4,5.0,4125.0,4.0,3.0,5.17,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.95,4.42,1,0
1100000.0,85658,12681.21,2014,3,3.0,2308.0,2.0,1.0,4.04,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.66,24.49,1,0
1100000.0,85719,6462.67,1977,3,4.0,3752.0,2.0,1.0,4.04,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.56,8.71,0,0
1045000.0,85737,12758.7,2005,4,5.0,5771.0,3.0,2.0,3.83,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.86,11.81,1,0
1100000.0,85658,11275.97,2005,3,4.0,3620.0,3.0,3.0,4.97,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.2,22.43,1,0
1150000.0,85718,7774.52,1992,4,4.0,5338.0,3.0,3.0,0.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.07,1.55,0,0
1190000.0,85701,7528.35,1977,9,9.0,7688.0,1.0,1.0,0.0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.65,11.94,0,0
1020000.0,85718,3000.91,2014,4,4.0,3775.0,2.0,1.0,0.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.15,2.52,1,1
1115000.0,85718,10252.31,1998,5,5.0,4700.0,3.0,3.0,5.28,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.07,0.8,0,0
1125000.0,85737,9684.47,2003,4,5.0,4168.0,3.0,3.0,3.95,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.09,12.2,1,0
1000000.0,85718,9644.82,2004,4,5.0,4561.0,3.0,5.0,3.14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.12,1.79,0,0
1070000.0,85718,11610.47,2003,4,4.0,4551.0,3.0,2.0,4.04,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1.01,4.47,1,0
1032000.0,85750,8194.72,2007,5,5.0,4319.0,3.0,4.0,3.58,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.82,4.23,1,1
1089500.0,85718,10252.6,1981,4,3.0,4496.0,5.0,5.0,5.56,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.63,3.91,1,1
1225000.0,85750,14936.78,2003,4,5.0,6569.0,3.0,2.0,4.71,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.99,8.53,0,1
1050000.0,85718,7574.63,1998,4,4.0,3389.0,3.0,5.0,5.27,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.24,2.92,0,0
1075000.0,85715,10493.0,2005,4,4.0,6399.0,2.0,3.0,3.89,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.08,9.1,0,1
1075000.0,85737,12477.95,2006,3,5.0,4468.0,3.0,1.0,4.57,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,9.58,1,0
1065000.0,85718,10709.0,2006,4,6.0,5810.0,3.0,2.0,5.56,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.96,2.9,1,1
1090000.0,85755,13278.96,2014,4,4.0,4117.0,3.0,1.0,5.27,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.16,17.7,1,0
1100000.0,85739,5175.48,2010,3,4.0,3700.0,3.5,1.0,5.11,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.65,25.91,1,1
950000.0,85718,8640.0,1989,4,5.0,4387.0,2.0,1.0,4.98,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.02,3.75,1,1
1135000.0,85718,8080.4,1983,3,3.0,3854.0,3.0,2.0,5.49,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.93,3.08,1,0
1175000.0,85718,13197.84,2005,3,3.0,4385.0,3.0,3.0,5.06,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.02,4.59,1,0
1125000.0,85718,12340.55,2001,4,4.0,4235.0,3.0,2.0,5.06,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.07,3.92,1,0
995000.0,85750,9493.17,1991,4,4.0,4383.0,4.0,3.0,4.04,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1.27,6.86,0,1
1050000.0,85737,11680.0,2000,4,4.0,5228.0,3.0,4.0,4.54,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.2,8.78,1,0
1000000.0,85658,8314.32,2015,3,3.0,3404.0,3.0,2.0,4.04,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.68,24.32,1,0
1090000.0,85737,18141.28,2009,3,4.0,5671.0,3.0,2.0,3.76,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.98,17.73,1,0
1025000.0,85755,12700.0,2014,3,4.0,3078.0,3.0,1.0,5.12,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.94,17.23,1,0
1025000.0,85658,10631.0,2005,3,4.0,3479.0,3.0,3.0,4.94,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.12,21.58,1,0
1075000.0,85750,8634.0,2000,3,5.0,4131.0,3.0,1.0,4.71,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.16,8.89,0,1
1000000.0,85641,12258.22,1940,7,9.0,8335.0,0.0,5.0,4.81,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3.45,35.24,0,1
1055000.0,85755,12251.45,2006,4,5.0,4279.0,3.0,2.0,5.3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.16,17.98,1,0
966770.5,85755,1490.0,2015,3,4.0,2888.0,3.0,0.0,5.12,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.79,17.98,1,0
1060000.0,85750,11068.73,1988,4,4.0,5029.0,3.0,2.0,5.36,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.16,5.49,1,1
1075000.0,85712,20385.0,2006,7,8.0,9858.0,4.0,6.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.26,6.66,0,1
1000000.0,85718,10745.0,1983,3,4.0,3788.0,3.0,1.0,5.49,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.23,2.95,1,0
1095000.0,85658,17180.46,2007,3,4.0,4810.0,3.0,3.0,5.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.28,22.48,1,0
1030000.0,85718,11862.82,2000,5,4.0,4316.0,3.0,5.0,5.09,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.94,3.58,1,0
1078750.0,85718,9700.11,2002,6,4.0,4306.0,3.0,2.0,5.28,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.03,1.03,0,0
1000000.0,85737,9842.9,2002,4,4.0,4021.0,3.0,4.0,3.93,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1.49,12.05,1,0
1035000.0,85749,6696.57,1987,4,5.0,5054.0,3.0,2.0,4.04,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.63,14.44,0,1
1000000.0,85718,7239.79,1996,3,5.0,3976.0,3.0,4.0,1.79,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1.02,0,0
1040000.0,85712,8878.0,1970,4,5.0,4374.0,2.0,4.0,4.04,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1.19,7.15,0,1
1000000.0,85718,13833.2,2009,4,4.0,4805.0,3.0,3.0,4.99,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1.06,2.49,0,0
1120000.0,85750,9442.6,2004,4,5.0,4221.0,3.0,1.0,4.8,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.0,9.34,0,1
1100000.0,85715,13011.13,1979,5,4.0,6024.0,2.0,2.0,4.04,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,8.08,0,1
1062500.0,85718,10013.63,2005,5,4.0,4016.0,3.0,2.0,4.62,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.88,3.79,1,0
1080000.0,85718,10252.7,1961,5,5.0,5265.0,3.0,3.0,4.04,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1.27,3.15,0,0
900000.0,85646,3354.1,1964,3,3.0,2759.0,3063.58,2.0,4.04,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.25,83.14,0,0
952000.0,85742,11706.28,1997,4,3.0,4736.0,2.0,2.0,4.04,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.15,18.7,1,0
1125000.0,85715,10604.53,2004,5,7.0,5064.0,4.0,3.0,4.38,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.77,8.59,0,1
1080000.0,85718,6919.67,2004,4,4.0,4182.0,4.0,3.0,1.79,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04,1.2,0,0
1025000.0,85658,11741.99,2002,4,4.0,3417.0,3.0,1.0,4.97,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.21,22.34,1,0
1110000.0,85755,10482.65,1998,5,5.0,4804.0,4.0,1.0,3.56,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.5,13.9,1,0
1075000.0,85750,10875.74,1993,4,3.0,3751.0,3.0,2.0,5.02,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.87,7.27,1,1
1100000.0,85750,10703.48,1988,5,5.0,5272.0,3.0,2.0,3.65,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0.84,4.12,1,1
1055000.0,85755,3722.21,2014,4,4.0,4100.0,3.0,1.0,5.04,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.16,17.7,1,0
1050000.0,85718,12073.89,1994,5,5.0,6105.0,3.0,4.0,5.27,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.13,2.7,0,0
1110000.0,85718,7631.92,1985,3,3.0,3902.0,3.0,3.0,5.27,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.18,1.48,0,0
